554,,,,,,,,,
1471,,0.3,5.02,61.0,5,4.79,0.23,0.067,0.13
1472,,,,,,,,,
1473,,-0.0|0.5|-0.3|0.9|0.1|-0.1|1.3|0.4|1.1|0.7|0.4|1.4|-0.8|-0.2,4.41|1.66|7.36|1.77|3.94|4.68|2.15|3.84|2.51|3.86|2.74|3.98|6.39|5.40,16.1|21.2|18.1|20.1|82.1|42.1|46.0|98.1|111.1|79.1|23.0|81.1|98.2|15.0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,3.36|4.76|5.71|3.01|3.33|5.48|2.11|4.02|3.25|4.46|3.77|5.28|5.33|5.51,1.05|-3.1|1.65|-1.24|0.61|-0.8|0.04|-0.18|-0.74|-0.6|-1.03|-1.3|1.06|-0.11,0.29|0.086|0.194|0.1|0.195|0.177|0.211|0.206|0.14|0.139|0.146|0.14|0.153|0.088,0.058|0.118|0.129|0.014|0.097|0.177|0.084|0.125|0.094|0.093|0.115|0.106|0.095|0.088
1474,,,,,,,,,
1475,,,,,,,,,
1476,,0.3,3.04,23.2,2,4.61,-1.57,0.05,0.18
1477,,,,,,,,,
1478,,,,,,,,,
1479,,-0.8|0.3|0.3|0.2|1.9|-1.3|0.2,7.41|4.19|3.61|3.56|2.21|11.05|3.12,34.0|58.0|67.1|60.2|73.1|14.2|8.2,6|9|0|0|0|0|0,6.40|4.10|3.88|3.44|3.42|7.68|6.97,1.01|0.09|-0.27|0.12|-1.21|3.37|-3.85,0.079|0.172|0.182|0.185|0.196|0.134|0.132,0.134|0.123|0.095|0.081|0.071|0.183|0.132
1480,,0.0,5.40,5.0,0,8.91,-3.51,0.0,0.304
1481,,0.8|-0.2|-0.9|-0.3|2.6|0.6|0.4|-0.1|-0.3,3.49|5.93|6.71|6.39|3.42|4.10|3.30|5.68|11.57,90.1|27.1|59.0|12.2|192.1|142.2|46.1|6.1|7.0,13|6|12|3|26|24|10|0|0,4.00|3.54|5.01|3.76|3.60|3.67|3.58|3.70|7.40,-0.51|2.39|1.7|2.63|-0.18|0.43|-0.28|1.98|4.17,0.094|0.115|0.074|0.016|0.106|0.134|0.147|0.185|0.167,0.089|0.092|0.092|0.062|0.058|0.089|0.112|0.037|0.056
1482,,,,,,,,,
1483,,-0.3,4.30,23.0,1,2.86,1.44,0.252,0.078
1484,,,,,,,,,
1485,,-0.9|0.2|-1.0|0.0|-0.2|0.5|-0.4|0.4|0.8|2.4|3.1|3.1|-0.5,6.62|4.84|6.31|4.76|7.23|5.54|7.77|3.82|3.15|2.40|6.20|4.68|7.14,34.0|61.1|45.2|92.2|37.1|105.2|22.0|94.1|54.1|97.1|197.1|177.0|97.0,6|11|7|8|5|10|0|14|4|14|33|26|19,5.98|3.82|5.21|4.76|4.90|4.42|6.85|4.16|4.15|4.13|5.51|5.23|6.43,0.64|1.02|1.1|0.0|2.33|1.12|0.92|-0.34|-1.0|-1.73|0.69|-0.55|0.71,0.095|0.125|0.132|0.108|0.154|0.133|0.152|0.16|0.17|0.182|0.133|0.127|0.103,0.114|0.084|0.114|0.11|0.047|0.086|0.17|0.083|0.091|0.091|0.102|0.102|0.103
1486,,0.3|-0.2,1.13|18.00,8.0|1.0,1|0,2.06|11.44,-0.93|6.56,0.185|0.0,0.074|0.286
1487,,0.2,3.00,18.0,2,3.15,-0.15,0.013,0.037
1488,,,,,,,,,
1489,,,,,,,,,
1490,,-0.1,6.94,11.2,3,8.55,-1.61,0.075,0.132
1491,,,,,,,,,
1492,,0.1|0.3|-0.9|-0.1|-0.1,0.00|1.50|8.15|5.51|5.34,1.0|6.0|17.2|16.1|30.1,0|0|0|0|0,5.58|4.73|7.85|4.50|4.50,-5.58|-3.23|0.3|1.01|0.84,0.0|0.192|0.129|0.105|0.206,0.25|0.115|0.071|0.066|0.096
1493,,0.0|-0.9|-0.0,3.78|9.24|6.00,52.1|12.2|3.0,1|0|0,3.97|3.26|2.59,-0.19|5.98|3.41,0.094|0.077|0.0,0.132|0.108|0.0
1494,,,,,,,,,
1495,,-0.1,8.64,8.1,1,4.22,4.42,0.114,0.136
1496,,,,,,,,,
1497,,2.1|-0.6|2.5|4.2|4.7|-0.5|-1.2,3.11|3.94|2.68|2.65|3.04|7.79|9.33,202.2|130.1|238.0|204.0|242.2|17.1|27.0,18|9|28|25|30|3|6,3.03|3.28|2.79|2.75|3.30|5.06|6.84,0.08|0.66|-0.11|-0.1|-0.26|2.73|2.49,0.089|0.109|0.093|0.076|0.074|0.049|0.042,0.093|0.135|0.1|0.08|0.083|0.171|0.194
1498,,,,,,,,,
1499,,,,,,,,,
1500,,-0.2,5.25,12.0,1,3.07,2.18,0.071,0.071
1501,,0.0|-0.3|-0.7|0.4,6.14|8.38|6.39|2.81,14.2|9.2|98.2|16.0,0|1|16|0,4.96|3.13|4.69|4.89,1.18|5.25|1.7|-2.08,0.106|0.159|0.117|0.039,0.091|0.114|0.134|0.132
1502,,,,,,,,,
1503,,,,,,,,,
1504,,,,,,,,,
1505,,,,,,,,,
1506,,0.8|0.7|-1.1|2.7|4.4|4.2|-1.5|4.7|-0.6|-0.5|0.7|0.1|0.6|1.6,3.19|3.62|3.28|3.25|2.76|2.89|4.88|1.99|4.43|4.91|0.00|4.26|2.93|2.70,48.0|92.0|137.1|174.2|163.0|224.1|120.0|176.2|146.1|132.0|8.0|69.2|30.2|53.1,1|5|12|23|13|34|15|19|22|20|0|0|0|0,4.70|3.73|3.16|3.62|3.32|3.80|4.45|2.47|3.77|5.00|2.89|3.33|3.08|3.41,-1.51|-0.11|0.12|-0.37|-0.56|-0.91|0.43|-0.48|0.66|-0.09|-2.89|0.93|-0.15|-0.71,0.214|0.188|0.222|0.197|0.206|0.156|0.131|0.181|0.16|0.136|0.25|0.168|0.211|0.146,0.165|0.089|0.094|0.104|0.085|0.076|0.095|0.066|0.077|0.113|0.156|0.079|0.086|0.061
1507,,,,,,,,,
1508,,,,,,,,,
1509,,,,,,,,,
1510,,-0.0|0.1,3.57|2.57,22.2|7.0,0|1,5.43|3.13,-1.86|-0.56,0.178|0.133,0.1|0.1
1511,,,,,,,,,
1512,,-0.8|1.2,5.50|3.62,52.1|109.1,9|21,4.01|3.91,1.49|-0.29,0.202|0.21,0.071|0.097
1513,,,,,,,,,
1514,,,,,,,,,
1515,,-1.2|-0.5,7.44|8.18,42.1|22.0,8|3,4.62|6.47,2.82|1.71,0.086|0.092,0.081|0.128
1516,,0.4|-0.1|-0.7|3.1|-0.4|0.7|-0.3|0.8|-0.1,4.38|4.75|8.31|3.38|5.24|3.41|5.24|4.47|5.40,61.2|30.1|17.1|119.2|110.0|29.0|46.1|102.2|23.1,0|0|4|16|19|1|8|8|0,3.75|3.20|4.21|3.63|5.00|2.85|5.76|3.85|5.45,0.63|1.55|4.1|-0.25|0.24|0.56|-0.52|0.62|-0.05,0.171|0.15|0.108|0.13|0.128|0.17|0.129|0.143|0.11,0.094|0.1|0.12|0.094|0.102|0.104|0.11|0.097|0.119
1517,,-0.2|1.3|1.1|-0.3,16.20|4.09|3.89|6.03,1.2|162.2|90.1|59.2,1|25|11|8,10.98|4.25|3.93|5.57,5.22|-0.16|-0.04|0.46,0.091|0.096|0.088|0.077,0.091|0.069|0.093|0.087
1518,,0.3|11.0|10.3|11.6|13.8|14.4|1.5|-0.0|-0.2|-0.3|-1.3,2.03|1.41|1.68|2.11|2.06|1.96|2.67|4.26|4.38|3.00|5.65,497.0|352.0|408.0|521.0|532.2|555.1|493.0|25.1|12.1|189.0|43.0,55|39|45|58|59|64|57|3|2|21|5,2.34|2.01|1.96|2.52|2.16|2.50|2.35|4.30|4.14|2.35|4.51,-0.31|-0.6|-0.28|-0.41|-0.1|-0.54|0.32|-0.04|0.24|0.65|1.14,0.018|0.05|0.054|0.079|0.084|0.071|0.057|0.018|0.032|0.163|0.073,0.003|0.005|0.008|0.017|0.015|0.011|0.022|0.018|0.113|0.018|0.019
1519,,,,,,,,,
1520,,-1.0|2.0|1.5|3.2|0.6|1.0|-0.3|-1.2|-0.0|-0.3,5.56|4.89|4.57|4.08|5.01|4.29|8.71|5.53|4.93|6.48,162.0|184.0|189.0|214.0|174.1|71.1|10.1|171.0|38.1|16.2,28|32|29|34|28|12|1|29|7|0,4.69|4.27|3.90|3.29|4.19|5.18|9.77|4.90|5.06|5.27,0.87|0.62|0.67|0.79|0.82|-0.89|-1.06|0.63|-0.13|1.21,0.149|0.212|0.181|0.224|0.193|0.138|0.094|0.149|0.094|0.211,0.08|0.092|0.071|0.071|0.064|0.113|0.151|0.08|0.1|0.132
1521,,,,,,,,,
1522,,,,,,,,,
1523,,,,,,,,,
1524,,-0.4|0.2|0.8|4.0|3.4|0.2|-0.4|-0.7|-0.9|1.4|-0.2|0.2|-0.6,4.83|4.57|4.86|3.43|4.63|5.83|14.14|10.19|5.97|3.04|5.98|4.54|5.06,54.0|163.1|203.2|170.2|200.1|145.0|7.0|17.2|78.1|53.1|43.2|77.1|64.0,11|28|31|24|31|23|1|2|11|0|2|0|0,3.43|5.18|5.20|4.60|5.32|6.34|8.74|5.88|5.00|4.10|5.47|3.78|4.88,1.4|-0.61|-0.34|-1.17|-0.69|-0.51|5.4|4.31|0.97|-1.06|0.51|0.76|0.18,0.132|0.092|0.071|0.081|0.088|0.09|0.098|0.082|0.102|0.165|0.126|0.168|0.142,0.077|0.068|0.071|0.064|0.095|0.094|0.146|0.112|0.071|0.104|0.092|0.077|0.115
1525,,0.6|0.2|-0.2,5.84|6.35|20.25,143.1|28.1|1.1,16|0|0,4.92|4.27|11.84,0.92|2.08|8.41,0.065|0.053|0.0,0.09|0.099|0.364
1526,,0.1,2.25,4.0,0,4.53,-2.28,0.0,0.118
1527,,-0.1|-0.3|-0.3,7.50|5.05|4.70,6.0|57.0|15.1,1|0|3,2.63|4.94|6.11,4.87|0.11|-1.41,0.148|0.19|0.147,0.074|0.126|0.133
1528,,,,,,,,,
1529,,-0.2|0.9|4.3|3.2|1.3|1.6|3.8|1.8|1.7|0.0,4.65|3.12|3.02|3.86|4.71|4.27|4.36|3.53|3.79|4.74,60.0|57.2|152.0|242.2|229.1|196.0|214.2|140.1|175.2|19.0,2|4|15|36|36|31|34|23|29|4,4.43|2.95|3.17|3.12|3.49|3.74|3.59|3.33|4.04|2.86,0.22|0.17|-0.15|0.74|1.22|0.53|0.77|0.2|-0.25|1.88,0.151|0.2|0.193|0.177|0.159|0.125|0.146|0.136|0.105|0.16,0.132|0.102|0.102|0.101|0.105|0.109|0.09|0.082|0.081|0.062
1530,,3.2|2.8|4.2|4.9|2.4|1.6|0.2|2.8|1.0|1.4,1.90|2.98|2.27|2.27|2.99|3.29|3.70|3.85|4.31|4.25,99.1|126.2|226.0|225.2|213.2|180.2|104.2|149.2|135.2|89.0,12|14|27|26|25|23|14|18|20|14,3.01|3.97|2.75|3.23|3.46|3.25|3.22|3.87|4.34|4.33,-1.11|-0.99|-0.48|-0.96|-0.47|0.04|0.48|-0.02|-0.03|-0.08,0.096|0.083|0.081|0.079|0.061|0.057|0.07|0.098|0.076|0.07,0.034|0.06|0.028|0.058|0.046|0.03|0.053|0.055|0.041|0.065
1531,,,,,,,,,
1532,,1.2,3.88,99.2,13,3.67,0.21,0.108,0.091
1533,,,,,,,,,
1534,,,,,,,,,
1535,,0.4,3.05,20.2,3,4.63,-1.58,0.205,0.145
1536,,,,,,,,,
1537,,-0.1|0.1|0.0,5.40|4.46|4.63,26.2|34.1|68.0,5|4|1,4.71|5.78|4.76,0.69|-1.32|-0.13,0.077|0.131|0.086,0.043|0.083|0.073
1538,,,,,,,,,
1539,,,,,,,,,
1540,,,,,,,,,
1541,,-0.3,7.71,7.0,1,5.25,2.46,0.026,0.132
1542,,-0.5,8.76,12.1,1,3.56,5.2,0.067,0.1
1543,,1.3|-0.1|-1.4|-0.1|-0.1,4.22|5.10|5.93|18.00|5.09,100.1|173.0|118.1|2.0|23.0,18|30|12|0|0,4.55|4.91|4.19|6.08|3.51,-0.33|0.19|1.74|11.92|1.58,0.2|0.176|0.182|0.0|0.172,0.057|0.084|0.068|0.154|0.061
1544,,,,,,,,,
1545,,,,,,,,,
1546,,,,,,,,,
1547,,-0.3|-0.2|0.1|-0.2,31.50|54.00|3.68|18.00,2.0|1.0|7.1|1.0,0|0|0|0,20.02|51.15|3.42|17.24,11.48|2.85|0.26|0.76,0.133|0.0|0.259|0.2,0.267|0.273|0.037|0.2
1548,,-0.4|0.0|-0.5|0.1|0.4|-0.1|0.0|0.1|-0.1,7.71|3.30|6.85|1.64|3.16|3.39|4.26|4.15|13.50,11.2|57.1|22.1|11.0|68.1|63.2|19.0|8.2|2.0,1|1|0|0|0|2|0|0|0,6.44|4.11|6.22|2.59|4.77|3.38|4.87|4.26|1.81,1.27|-0.81|0.63|-0.95|-1.61|0.01|-0.61|-0.11|11.69,0.086|0.107|0.069|0.149|0.059|0.158|0.101|0.079|0.077,0.155|0.103|0.167|0.085|0.104|0.07|0.127|0.053|0.0
1549,,,,,,,,,
1550,,,,,,,,,
1551,,-0.2,1.99,22.2,1,2.88,-0.89,0.064,0.085
1552,,,,,,,,,
1553,,,,,,,,,
1554,,,,,,,,,
1555,,-0.3|0.1|0.9|-0.9,6.75|0.00|4.06|6.01,14.2|2.0|75.1|70.1,2|0|10|4,4.40|6.10|4.08|4.51,2.35|-6.1|-0.02|1.5,0.014|0.0|0.028|0.045,0.135|0.222|0.059|0.093
1556,,0.8|-0.4|-0.1|0.3,2.84|5.63|3.55|2.79,63.1|16.0|12.2|9.2,0|0|0|1,2.69|3.90|4.06|4.98,0.15|1.73|-0.51|-2.19,0.164|0.116|0.085|0.047,0.08|0.043|0.085|0.07
1557,,-0.3,7.80,15.0,1,3.80,4.0,0.058,0.13
1558,,,,,,,,,
1559,,,,,,,,,
1560,,,,,,,,,
1561,,-0.3|0.3|-0.4|0.3|-0.7|-0.8|-0.0,9.58|3.38|10.45|4.77|10.13|11.05|9.00,10.1|18.2|10.1|77.1|16.0|14.2|1.0,1|2|0|0|0|0|0,9.71|3.50|8.18|4.09|5.26|4.26|7.05,-0.13|-0.12|2.27|0.68|4.87|6.79|1.95,0.132|0.101|0.13|0.169|0.156|0.186|0.143,0.113|0.051|0.167|0.073|0.133|0.129|0.286
1562,,,,,,,,,
1563,,,,,,,,,
1564,,,,,,,,,
1565,,,,,,,,,
1566,,-0.1|0.9|-0.5|-0.2|0.1|-0.1|-0.3,5.75|2.93|5.07|6.75|4.10|3.67|4.28,20.1|83.0|60.1|5.1|74.2|68.2|82.0,0|8|3|2|7|0|2,4.73|3.77|3.20|4.80|3.30|2.27|4.58,1.02|-0.84|1.87|1.95|0.8|1.4|-0.3,0.148|0.205|0.198|0.185|0.148|0.166|0.13,0.114|0.098|0.07|0.111|0.074|0.051|0.099
1567,,,,,,,,,
1568,,-0.8|-0.5|-0.1|0.3|2.5|0.5|0.7|0.7|2.1|-0.8|0.5|-0.5|-0.1,6.15|6.75|4.15|3.17|2.16|3.24|2.95|3.35|3.19|4.98|3.43|4.89|3.79,41.0|17.1|4.1|122.0|121.0|139.0|125.0|121.0|127.0|99.1|44.2|46.0|19.0,0|1|0|2|0|0|0|1|0|0|0|0|0,4.22|5.00|4.30|3.01|2.90|3.62|3.32|3.05|3.34|3.57|2.82|4.43|5.96,1.93|1.75|-0.15|0.16|-0.74|-0.38|-0.37|0.3|-0.15|1.41|0.61|0.46|-2.17,0.106|0.076|0.25|0.096|0.116|0.093|0.055|0.103|0.091|0.084|0.122|0.129|0.048,0.058|0.076|0.062|0.064|0.068|0.056|0.04|0.06|0.046|0.065|0.043|0.064|0.119
1569,,-0.1|-0.2|0.6|0.7|0.7|-0.8|0.9|0.0|-0.3|-0.8,6.75|21.60|3.09|2.75|4.09|6.48|3.71|4.97|5.50|20.25,1.1|1.2|32.0|36.0|50.2|41.2|53.1|12.2|37.2|4.0,0|0|0|0|0|0|0|0|0|0,3.53|5.99|3.54|2.48|4.89|6.40|4.21|5.96|4.98|11.78,3.22|15.61|-0.45|0.27|-0.8|0.08|-0.5|-0.99|0.52|8.47,0.143|0.182|0.231|0.221|0.15|0.136|0.207|0.183|0.227|0.0,0.143|0.273|0.119|0.05|0.132|0.178|0.055|0.1|0.11|0.071
1570,,,,,,,,,
1571,,-0.3|-0.1,3.49|27.00,67.0|0.2,10|1,3.76|17.08,-0.27|9.92,0.086|0.0,0.096|0.5
1572,,,,,,,,,
1573,,2.0|-0.2,1.50|2.89,66.0|218.1,7|24,2.28|2.86,-0.78|0.03,0.034|0.035,0.026|0.052
1574,,,,,,,,,
1575,,0.0|0.1|-0.4|-0.1|1.1|1.2|0.3|-0.6|-0.2,4.50|0.00|8.31|4.97|3.46|3.21|4.46|7.64|4.70,2.0|2.0|13.0|25.1|83.1|98.0|107.0|33.0|7.2,0|0|2|1|7|3|1|1|2,2.75|4.10|5.64|3.62|4.22|2.96|4.06|5.33|3.16,1.75|-4.1|2.67|1.35|-0.76|0.25|0.4|2.31|1.54,0.0|0.0|0.167|0.168|0.118|0.154|0.179|0.154|0.176,0.0|0.125|0.017|0.101|0.058|0.07|0.088|0.081|0.147
1576,,,,,,,,,
1577,,-0.2,4.70,30.2,6,5.36,-0.66,0.078,0.149
1578,,,,,,,,,
1579,,0.2,3.99,49.2,0,4.87,-0.88,0.14,0.088
1580,,0.0,4.07,42.0,2,3.84,0.23,0.168,0.059
1581,,,,,,,,,
1582,,-0.4|-0.5|-0.2|0.0|0.1|-0.2|-0.9,6.10|21.94|6.37|5.14|4.69|5.15|7.50,76.2|5.1|29.2|56.0|71.0|71.2|36.0,12|1|0|8|0|0|0,5.25|11.57|5.04|3.80|4.12|4.52|6.30,0.85|10.37|1.33|1.34|0.57|0.63|1.2,0.142|0.029|0.222|0.182|0.174|0.194|0.139,0.114|0.206|0.111|0.061|0.077|0.105|0.081
1583,,0.9|0.3|0.1|-0.2|-0.2|0.0|-0.2|-0.1|0.2|-0.2,2.36|3.77|4.07|6.08|13.50|5.00|10.80|5.27|1.86|5.40,34.1|74.0|90.2|13.1|3.1|9.0|3.1|13.2|9.2|18.1,0|0|0|0|0|0|0|0|0|0,3.57|3.74|4.31|6.41|14.51|4.25|7.85|5.96|4.69|5.18,-1.21|0.03|-0.24|-0.33|-1.01|0.75|2.95|-0.69|-2.83|0.22,0.181|0.174|0.19|0.108|0.042|0.231|0.0|0.177|0.1|0.209,0.097|0.109|0.108|0.215|0.292|0.128|0.053|0.081|0.2|0.14
1584,,-1.1|-0.1,6.53|18.00,51.0|1.0,4|0,3.64|2.57,2.89|15.43,0.136|0.0,0.097|0.0
1585,,,,,,,,,
1586,,,,,,,,,
1587,,0.3|-0.1|0.1|-0.1|-0.1|-0.3|2.3|2.0|-0.9|-0.1|0.7|1.0|-0.4|-0.7,1.23|4.85|3.75|9.00|6.52|32.40|2.73|2.63|8.02|6.55|3.82|3.75|5.07|7.56,7.1|26.0|24.0|2.0|9.2|1.2|95.2|68.1|21.1|11.0|35.1|69.2|65.2|16.2,0|0|0|0|0|1|0|0|0|0|0|0|0|0,3.92|5.63|5.69|7.11|2.93|15.05|3.23|2.93|5.39|7.20|4.15|4.12|4.12|6.61,-2.69|-0.78|-1.94|1.89|3.59|17.35|-0.5|-0.3|2.63|-0.65|-0.33|-0.37|0.95|0.95,0.1|0.124|0.054|0.167|0.167|0.077|0.248|0.236|0.16|0.234|0.117|0.211|0.199|0.11,0.133|0.107|0.144|0.333|0.095|0.231|0.074|0.068|0.142|0.021|0.08|0.109|0.058|0.098
1588,,2.3|2.5|4.2|0.3|3.8|1.0|1.4|-0.5|1.5|-0.0|-0.2|0.5|-1.0,2.52|2.82|2.64|3.13|2.13|3.76|4.38|4.89|4.19|5.68|6.39|3.31|6.95,178.1|217.1|252.2|132.1|122.1|201.0|183.0|127.0|193.1|6.1|25.1|32.2|45.1,21|27|30|18|14|28|25|17|28|0|3|2|1,3.01|3.05|3.51|3.94|3.14|2.95|4.08|3.95|4.32|3.53|6.14|4.51|4.49,-0.49|-0.23|-0.87|-0.81|-1.01|0.81|0.3|0.94|-0.13|2.15|0.25|-1.2|2.46,0.114|0.126|0.102|0.063|0.093|0.108|0.096|0.089|0.054|0.12|0.078|0.09|0.073,0.088|0.08|0.084|0.105|0.093|0.069|0.08|0.087|0.079|0.16|0.078|0.119|0.123
1589,,,,,,,,,
1590,,,,,,,,,
1591,,,,,,,,,
1592,,,,,,,,,
1593,,0.1,4.70,15.1,0,3.11,1.59,0.206,0.127
1594,,-0.4|1.5|2.3|5.5|1.3|5.1|3.3|2.9|1.6|1.9|-0.4,7.01|5.24|3.36|2.95|4.00|3.25|3.62|3.45|4.32|4.92|5.93,34.2|170.0|182.0|234.2|132.2|204.2|231.1|164.1|125.0|170.0|60.2,4|19|22|33|20|32|33|24|19|31|9,5.60|3.38|3.43|2.87|4.06|3.63|3.55|3.83|4.63|4.79|4.99,1.41|1.86|-0.07|0.08|-0.06|-0.38|0.07|-0.38|-0.31|0.13|0.94,0.188|0.204|0.11|0.179|0.136|0.139|0.128|0.176|0.123|0.111|0.14,0.084|0.068|0.05|0.05|0.068|0.069|0.047|0.087|0.073|0.09|0.086
1595,,2.4|-0.7|-0.8|0.2|0.2|-0.2|-0.1|0.2|1.0|-0.9|-0.9,3.69|5.23|5.01|3.43|0.00|5.23|6.75|5.64|5.32|6.43|9.17,97.2|129.0|91.2|65.2|3.2|84.1|2.2|111.2|189.1|77.0|17.2,15|20|18|2|0|14|1|20|28|9|5,3.85|4.63|5.23|4.47|2.04|5.03|9.13|4.91|5.78|5.26|6.71,-0.16|0.6|-0.22|-1.04|-2.04|0.2|-2.38|0.73|-0.46|1.17|2.46,0.118|0.107|0.099|0.141|0.143|0.161|0.0|0.103|0.155|0.143|0.111,0.075|0.089|0.092|0.076|0.0|0.079|0.077|0.051|0.078|0.074|0.044
1596,,,,,,,,,
1597,,-1.7|1.6|1.0|4.5|4.2|1.5|-0.3|0.2|-1.1|-0.2|-0.1|1.5|0.4,7.62|1.75|3.69|2.19|3.00|3.73|3.63|4.24|6.22|4.10|4.08|3.52|4.10,39.0|51.1|139.0|193.0|230.2|236.2|173.1|40.1|97.0|127.1|28.2|122.2|112.0,7|7|10|26|34|35|29|7|17|18|3|21|15,3.78|2.91|3.16|2.86|3.33|4.05|2.95|5.14|5.35|3.73|4.33|3.83|4.07,3.84|-1.16|0.53|-0.67|-0.33|-0.32|0.68|-0.9|0.87|0.37|-0.25|-0.31|0.03,0.109|0.126|0.108|0.13|0.141|0.114|0.142|0.08|0.092|0.106|0.087|0.084|0.074,0.065|0.051|0.06|0.051|0.075|0.072|0.065|0.097|0.065|0.055|0.063|0.048|0.041
1598,,,,,,,,,
1599,,0.3,3.38,16.0,1,5.35,-1.97,0.041,0.23
1600,,,,,,,,,
1601,,,,,,,,,
1602,,,,,,,,,
1603,,-0.4|-0.3,5.82|6.00,34.0|30.0,4|3,5.11|5.31,0.71|0.69,0.109|0.079,0.133|0.125
1604,,0.1|0.7|2.3|4.5|1.6|3.6|-1.8|-0.0|-0.4,4.24|3.40|3.14|3.27|3.32|3.23|6.42|6.23|4.38,23.1|106.0|169.1|222.2|190.0|256.1|68.2|4.1|24.2,4|12|21|32|28|38|15|0|1,4.23|4.81|3.21|3.06|3.66|3.19|5.61|5.22|5.25,0.01|-1.41|-0.07|0.21|-0.34|0.04|0.81|1.01|-0.87,0.248|0.195|0.25|0.221|0.179|0.178|0.138|0.136|0.116,0.119|0.106|0.094|0.116|0.109|0.093|0.135|0.273|0.124
1605,,,,,,,,,
1606,,0.3|-0.1,4.13|5.32,24.0|44.0,4|7,4.88|5.71,-0.75|-0.39,0.12|0.113,0.08|0.113
1607,,0.1|3.0|1.8|1.2|-0.8|-0.6|0.6|0.2|-0.3|0.0|1.1|-0.2,0.00|2.46|3.19|3.65|6.44|4.91|4.83|3.90|4.61|5.40|3.38|4.54,3.0|87.2|67.2|74.0|43.1|73.1|72.2|67.0|27.1|1.2|69.1|41.2,0|0|0|0|0|0|0|0|0|0|0|0,2.13|3.73|3.25|3.72|5.79|4.88|5.51|4.78|4.28|4.23|3.50|5.40,-2.13|-1.27|-0.06|-0.07|0.65|0.03|-0.68|-0.88|0.33|1.17|-0.12|-0.86,0.231|0.249|0.275|0.275|0.131|0.19|0.176|0.203|0.188|0.2|0.206|0.155,0.077|0.12|0.086|0.13|0.121|0.141|0.129|0.089|0.102|0.2|0.115|0.102
1608,,,,,,,,,
1609,,0.8|0.2|-0.2|0.2|-0.1|0.7|0.6|0.9|3.1|0.8|0.8|-0.8,2.23|4.12|6.10|5.84|10.80|2.63|3.86|4.44|3.97|5.71|4.50|6.40,32.1|83.0|76.2|24.2|1.2|61.2|84.0|133.2|190.1|127.2|44.0|52.0,4|11|14|1|0|0|0|17|31|21|8|9,3.43|5.29|5.94|3.90|10.93|3.80|4.68|4.31|4.75|5.89|4.63|6.59,-1.2|-1.17|0.16|1.94|-0.13|-1.17|-0.82|0.13|-0.78|-0.18|-0.13|-0.19,0.104|0.088|0.089|0.134|0.0|0.128|0.205|0.17|0.147|0.131|0.16|0.166,0.081|0.088|0.113|0.089|0.0|0.074|0.097|0.099|0.106|0.098|0.108|0.068
1610,,-1.0|-0.2,8.80|5.81,29.2|26.1,1|6,5.50|3.82,3.3|1.99,0.151|0.092,0.103|0.1
1611,,,,,,,,,
1612,,,,,,,,,
1613,,0.4,3.43,63.0,0,3.92,-0.49,0.09,0.041
1614,,,,,,,,,
1615,,,,,,,,,
1616,,0.3|-0.6|-0.5|1.2|-0.6,4.58|8.34|6.37|1.91|6.75,35.1|22.2|41.0|28.1|18.2,7|5|7|5|2,5.69|6.21|6.34|2.78|6.61,-1.11|2.13|0.03|-0.87|0.14,0.099|0.12|0.092|0.126|0.202,0.099|0.074|0.109|0.027|0.083
1617,,,,,,,,,
1618,,,,,,,,,
1619,,-0.2|-0.2|-0.5|-0.8,16.20|5.85|5.79|5.40,3.1|20.0|23.1|25.0,1|3|3|3,3.17|2.92|4.32|4.24,13.03|2.93|1.47|1.16,0.1|0.129|0.09|0.102,0.1|0.097|0.072|0.093
1620,,-0.9|-0.9|-0.2,2.71|3.01|6.75,139.2|74.2|8.0,12|5|0,2.82|2.93|5.59,-0.11|0.08|1.16,0.084|0.093|0.031,0.085|0.027|0.0
1621,,,,,,,,,
1622,,,,,,,,,
1623,,-0.8,6.30,40.0,5,5.50,0.8,0.086,0.106
1624,,,,,,,,,
1625,,,,,,,,,
1626,,,,,,,,,
1627,,,,,,,,,
1628,,,,,,,,,
1629,,0.7|4.8|4.1|-0.8|1.7|-0.7|-0.1|0.4|0.2|-0.8|0.0,3.99|2.53|3.02|4.82|2.69|4.67|3.68|3.91|4.11|5.40|4.97,133.0|249.1|271.1|151.1|120.1|44.1|44.0|92.0|30.2|73.1|29.0,16|30|37|25|19|1|3|1|1|6|5,3.76|3.31|3.95|4.50|3.85|3.89|3.52|4.03|2.22|3.58|5.86,0.23|-0.78|-0.93|0.32|-1.16|0.78|0.16|-0.12|1.89|1.82|-0.89,0.127|0.147|0.115|0.146|0.128|0.159|0.128|0.172|0.237|0.146|0.078,0.105|0.087|0.055|0.09|0.075|0.092|0.048|0.096|0.089|0.098|0.163
1630,,0.0,5.40,3.1,0,4.91,0.49,0.357,0.071
1631,,,,,,,,,
1632,,,,,,,,,
1633,,0.2|-0.4|0.1|0.2|0.0|0.6|0.1,3.60|9.56|4.70|4.05|3.00|2.95|4.30,5.0|16.0|15.1|20.0|3.0|36.2|37.2,1|1|0|0|0|0|0,2.53|5.16|3.86|4.92|6.43|4.32|4.30,1.07|4.4|0.84|-0.87|-3.43|-1.37|0.0,0.136|0.16|0.197|0.189|0.273|0.188|0.146,0.045|0.08|0.061|0.122|0.091|0.104|0.095
