game_id,game_date,stadium,team1,team2,team1_runs,team2_runs,team1_hits,team2_hits,team1_hrs,team2_hrs,winner,postseason
19401143,19400918,Tiger Stadium,Philadelphia Athletics,Detroit Tigers,0,14,6,17,0,2,Detroit Tigers,False
19401144,19400918,Tiger Stadium,Philadelphia Athletics,Detroit Tigers,13,6,15,11,2,2,Philadelphia Athletics,False
19401145,19400918,Sportsman's Park III,Boston Red Sox,St. Louis Browns,2,11,9,14,0,0,St. Louis Browns,False
19401146,19400918,Ebbets Field,St. Louis Cardinals,Brooklyn Dodgers,14,7,17,8,1,2,St. Louis Cardinals,False
19401147,19400918,Polo Grounds V,Chicago Cubs,New York Giants,6,4,9,8,2,2,Chicago Cubs,False
19401148,19400918,Shibe Park,Cincinnati Reds,Philadelphia Phillies,4,3,13,8,0,0,Cincinnati Reds,False
19401149,19400918,Braves Field,Pittsburgh Pirates,Boston Bees,1,4,5,9,0,1,Boston Bees,False
19401150,19400919,Comiskey Park I,New York Yankees,Chicago White Sox,10,1,14,7,1,1,New York Yankees,False
19401151,19400919,Cleveland Stadium,Washington Senators,Cleveland Indians,1,3,8,6,1,0,Cleveland Indians,False
19401152,19400919,Tiger Stadium,Philadelphia Athletics,Detroit Tigers,2,13,8,14,2,2,Detroit Tigers,False
19401153,19400919,Tiger Stadium,Philadelphia Athletics,Detroit Tigers,1,10,4,13,1,2,Detroit Tigers,False
19401154,19400919,Sportsman's Park III,Boston Red Sox,St. Louis Browns,1,2,9,7,0,0,St. Louis Browns,False
19401155,19400919,Polo Grounds V,Chicago Cubs,New York Giants,8,2,14,8,2,0,Chicago Cubs,False
19401156,19400919,Shibe Park,Cincinnati Reds,Philadelphia Phillies,4,1,5,7,0,1,Cincinnati Reds,False
19401157,19400919,Forbes Field,St. Louis Cardinals,Pittsburgh Pirates,2,1,8,5,0,0,St. Louis Cardinals,False
19401158,19400919,Forbes Field,St. Louis Cardinals,Pittsburgh Pirates,8,2,14,10,0,0,St. Louis Cardinals,False
19401159,19400920,Tiger Stadium,Cleveland Indians,Detroit Tigers,5,6,15,9,0,0,Detroit Tigers,False
19401160,19400920,Sportsman's Park III,Chicago White Sox,St. Louis Browns,6,7,8,9,1,1,St. Louis Browns,False
19401161,19400921,Tiger Stadium,Cleveland Indians,Detroit Tigers,0,5,5,11,0,0,Detroit Tigers,False
19401162,19400921,Yankee Stadium I,Boston Red Sox,New York Yankees,4,5,12,12,1,2,New York Yankees,False
19401163,19400921,Sportsman's Park III,Chicago White Sox,St. Louis Browns,2,3,2,7,1,0,St. Louis Browns,False
19401164,19400921,Ebbets Field,Philadelphia Phillies,Brooklyn Dodgers,4,2,10,8,1,0,Philadelphia Phillies,False
19401165,19400921,Forbes Field,Cincinnati Reds,Pittsburgh Pirates,8,1,12,5,0,0,Cincinnati Reds,False
19401166,19400921,Forbes Field,Cincinnati Reds,Pittsburgh Pirates,7,8,12,15,0,0,Pittsburgh Pirates,False
19401167,19400921,Braves Field,New York Giants,Boston Bees,3,1,9,4,0,0,New York Giants,False
19401168,19400921,Wrigley Field,St. Louis Cardinals,Chicago Cubs,3,4,8,13,0,0,Chicago Cubs,False
19401169,19400922,Tiger Stadium,Cleveland Indians,Detroit Tigers,10,5,12,8,5,2,Cleveland Indians,False
19401170,19400922,Shibe Park,Washington Senators,Philadelphia Athletics,5,4,8,6,1,0,Washington Senators,False
19401171,19400922,Shibe Park,Washington Senators,Philadelphia Athletics,5,2,7,7,1,0,Washington Senators,False
19401172,19400922,Yankee Stadium I,Boston Red Sox,New York Yankees,3,6,9,8,1,2,New York Yankees,False
19401173,19400922,Sportsman's Park III,Chicago White Sox,St. Louis Browns,10,0,16,6,2,0,Chicago White Sox,False
19401174,19400922,Forbes Field,Cincinnati Reds,Pittsburgh Pirates,2,1,7,2,1,0,Cincinnati Reds,False
19401175,19400922,Forbes Field,Cincinnati Reds,Pittsburgh Pirates,1,8,7,8,0,1,Pittsburgh Pirates,False
19401176,19400922,Braves Field,New York Giants,Boston Bees,3,4,5,8,0,0,Boston Bees,False
19401177,19400922,Braves Field,New York Giants,Boston Bees,7,3,9,9,0,1,New York Giants,False
19401178,19400922,Ebbets Field,Philadelphia Phillies,Brooklyn Dodgers,2,10,4,12,0,0,Brooklyn Dodgers,False
19401179,19400922,Ebbets Field,Philadelphia Phillies,Brooklyn Dodgers,2,5,6,9,0,0,Brooklyn Dodgers,False
19401180,19400922,Wrigley Field,St. Louis Cardinals,Chicago Cubs,8,1,17,6,0,1,St. Louis Cardinals,False
19401181,19400922,Wrigley Field,St. Louis Cardinals,Chicago Cubs,2,1,9,7,1,0,St. Louis Cardinals,False
19401182,19400923,Braves Field,Philadelphia Phillies,Boston Bees,6,2,9,6,2,0,Philadelphia Phillies,False
19401183,19400923,Braves Field,Philadelphia Phillies,Boston Bees,0,8,3,11,0,0,Boston Bees,False
19401184,19400923,Wrigley Field,St. Louis Cardinals,Chicago Cubs,0,10,4,10,0,4,Chicago Cubs,False
19401185,19400923,Forbes Field,Cincinnati Reds,Pittsburgh Pirates,9,12,17,14,1,0,Pittsburgh Pirates,False
19401186,19400923,Ebbets Field,New York Giants,Brooklyn Dodgers,2,3,7,11,1,1,Brooklyn Dodgers,False
19401187,19400924,Cleveland Stadium,St. Louis Browns,Cleveland Indians,7,2,14,6,0,0,St. Louis Browns,False
19401188,19400924,Yankee Stadium I,Washington Senators,New York Yankees,5,6,13,16,0,0,New York Yankees,False
19401189,19400924,Yankee Stadium I,Washington Senators,New York Yankees,4,9,7,8,0,2,New York Yankees,False
19401190,19400924,Shibe Park,Boston Red Sox,Philadelphia Athletics,16,8,23,15,6,0,Boston Red Sox,False
19401191,19400924,Shibe Park,Boston Red Sox,Philadelphia Athletics,4,3,9,6,0,0,Boston Red Sox,False
19401192,19400924,Ebbets Field,New York Giants,Brooklyn Dodgers,4,5,9,7,0,0,Brooklyn Dodgers,False
19401193,19400925,Cleveland Stadium,St. Louis Browns,Cleveland Indians,2,4,6,7,0,0,Cleveland Indians,False
19401194,19400925,Tiger Stadium,Chicago White Sox,Detroit Tigers,9,10,17,16,0,1,Detroit Tigers,False
19401195,19400925,Tiger Stadium,Chicago White Sox,Detroit Tigers,2,3,8,5,1,1,Detroit Tigers,False
19401196,19400925,Sportsman's Park III,Cincinnati Reds,St. Louis Cardinals,5,0,12,2,0,0,Cincinnati Reds,False
19401197,19400925,Sportsman's Park III,Cincinnati Reds,St. Louis Cardinals,3,4,12,8,0,1,St. Louis Cardinals,False
19401198,19400925,Wrigley Field,Pittsburgh Pirates,Chicago Cubs,1,2,6,5,0,0,Chicago Cubs,False
19401199,19400925,Wrigley Field,Pittsburgh Pirates,Chicago Cubs,4,6,11,11,0,0,Chicago Cubs,False
19401200,19400926,Fenway Park,Washington Senators,Boston Red Sox,6,5,12,7,0,0,Washington Senators,False
19401201,19400926,Shibe Park,New York Yankees,Philadelphia Athletics,5,4,9,10,2,0,New York Yankees,False
19401202,19400926,Shibe Park,New York Yankees,Philadelphia Athletics,2,0,4,4,0,0,New York Yankees,False
19401203,19400926,Ebbets Field,Boston Bees,Brooklyn Dodgers,5,2,9,7,1,0,Boston Bees,False
19401204,19400926,Polo Grounds V,Philadelphia Phillies,New York Giants,1,3,4,6,0,1,New York Giants,False
19401205,19400926,Sportsman's Park III,Cincinnati Reds,St. Louis Cardinals,4,3,12,6,0,0,Cincinnati Reds,False
19401206,19400926,Sportsman's Park III,Cincinnati Reds,St. Louis Cardinals,1,5,7,8,0,0,St. Louis Cardinals,False
19401207,19400926,Ebbets Field,Boston Bees,Brooklyn Dodgers,5,4,9,9,0,1,Boston Bees,False
19401208,19400926,Wrigley Field,Pittsburgh Pirates,Chicago Cubs,7,6,12,12,0,0,Pittsburgh Pirates,False
19401209,19400926,Polo Grounds V,Philadelphia Phillies,New York Giants,1,2,6,6,0,0,New York Giants,False
19401210,19400927,Fenway Park,Washington Senators,Boston Red Sox,4,24,11,22,0,2,Boston Red Sox,False
19401211,19400927,Cleveland Stadium,Detroit Tigers,Cleveland Indians,2,0,3,6,1,0,Detroit Tigers,False
19401212,19400927,Shibe Park,New York Yankees,Philadelphia Athletics,2,6,5,9,0,1,Philadelphia Athletics,False
19401213,19400927,Comiskey Park I,St. Louis Browns,Chicago White Sox,3,4,8,12,0,1,Chicago White Sox,False
19401214,19400927,Crosley Field,Pittsburgh Pirates,Cincinnati Reds,4,3,10,10,0,0,Pittsburgh Pirates,False
19401215,19400927,Polo Grounds V,Philadelphia Phillies,New York Giants,6,0,12,4,2,0,Philadelphia Phillies,False
19401216,19400927,Sportsman's Park III,Chicago Cubs,St. Louis Cardinals,1,11,2,15,0,2,St. Louis Cardinals,False
19401217,19400928,Fenway Park,Philadelphia Athletics,Boston Red Sox,4,16,8,19,0,1,Boston Red Sox,False
19401218,19400928,Fenway Park,Philadelphia Athletics,Boston Red Sox,1,8,3,10,1,0,Boston Red Sox,False
19401219,19400928,Griffith Stadium,New York Yankees,Washington Senators,3,4,9,9,0,0,Washington Senators,False
19401220,19400928,Griffith Stadium,New York Yankees,Washington Senators,7,1,14,4,0,0,New York Yankees,False
19401221,19400928,Comiskey Park I,St. Louis Browns,Chicago White Sox,1,5,6,9,0,0,Chicago White Sox,False
19401222,19400928,Cleveland Stadium,Detroit Tigers,Cleveland Indians,1,2,7,6,0,0,Cleveland Indians,False
19401223,19400928,Crosley Field,Pittsburgh Pirates,Cincinnati Reds,5,6,7,13,0,2,Cincinnati Reds,False
19401224,19400928,Shibe Park,Brooklyn Dodgers,Philadelphia Phillies,1,5,6,9,0,0,Philadelphia Phillies,False
19401225,19400928,Polo Grounds V,Boston Bees,New York Giants,1,11,7,16,0,1,New York Giants,False
19401226,19400928,Sportsman's Park III,Chicago Cubs,St. Louis Cardinals,3,4,12,15,0,0,St. Louis Cardinals,False
19401227,19400929,Fenway Park,Philadelphia Athletics,Boston Red Sox,4,9,10,13,1,2,Boston Red Sox,False
19401228,19400929,Fenway Park,Philadelphia Athletics,Boston Red Sox,1,4,5,6,0,0,Boston Red Sox,False
19401229,19400929,Comiskey Park I,St. Louis Browns,Chicago White Sox,2,1,7,9,0,0,St. Louis Browns,False
19401230,19400929,Cleveland Stadium,Detroit Tigers,Cleveland Indians,2,3,10,8,0,0,Cleveland Indians,False
19401231,19400929,Griffith Stadium,New York Yankees,Washington Senators,4,3,16,10,0,0,New York Yankees,False
19401232,19400929,Crosley Field,Pittsburgh Pirates,Cincinnati Reds,3,11,11,13,0,1,Cincinnati Reds,False
19401233,19400929,Polo Grounds V,Boston Bees,New York Giants,0,14,3,15,0,2,New York Giants,False
19401234,19400929,Shibe Park,Brooklyn Dodgers,Philadelphia Phillies,5,0,12,2,0,0,Brooklyn Dodgers,False
19401235,19400929,Sportsman's Park III,Chicago Cubs,St. Louis Cardinals,0,6,6,12,0,0,St. Louis Cardinals,False
